,Unnamed: 0,Speech,sentimentAnnotation,EngSpeech
374,374,Y el pincel lo encuentro super antihigienico. //,-1.0,And I find the brush super unsanitary. //
375,375,"Mira, iagh: // No creo que se pueda lavar.",-1.0,"Look, iagh: // I don't think it can be washed."
376,376,Pero miren que asco. Lo toco y es como ¡agh:!,-1.0,But look how disgusting. I play it and it's like agh :!
377,377,No. Me carga que tenga brocha.,-1.0,No. I'm sorry I have a brush.
378,378,"Es que yo los odio / directamente, porque: es como // no se, / como tocar la pared.",-1.0,"It's just that I hate them / directly, because: it's like // I don't know, / like touching the wall."
379,379,¿No habeis tocado alguna vez una pared / esta que luego te deja como polvito o algo asi? Pues yo creo que es lo mismo. ,-1.0,Haven't you ever touched a wall / this one that then leaves you like dust or something like that? Well I think it's the same.
380,380, Pues yo creo que es lo mismo. Yo creo que han cogido un trozo de pared y se lo han puesto aqui. //,-1.0,Well I think it's the same. I think they have taken a piece of wall and put it here. //
381,381,Asi lo digo. // Porque pinta super poco.,-1.0,I say so. // Because he paints super little.
382,382,"Y mira, y ahora que lo he rajado un poco, yo creo que pinta mejor",1.0,"And look, and now that I've cut it a little, I think it looks better"
383,383," Pero es que // no me gusta, no n- ademas que soy muy // es como polvo: totalmente de pared. No se-",-1.0,"But it is that // I don't like it, not n- besides that I am very // it's like dust: totally on the wall. I dont know-"
384,384,"La novela, a mi la verdad, es que me ha parecido // mala / muy mala, la verdad. ",-1.0,"The novel, to me the truth, is that it seemed to me // bad / very bad, the truth."
385,385,"O sea, me he arrepentido de la novela. ",-1.0,"I mean, I have regretted the novel."
386,386,"La unica razon por la que la he terminado es para poder / hacer esta critica, / habiendola acabado, ¿sabes?",-1.0,"The only reason I have finished it is to be able to / make this criticism, / having finished it, you know?"
387,387," No decir, bueno pues fue tan mala que no me la pude acabar, bueno.",-1.0,"Do not say, well it was so bad that I could not finish it, well."
388,388,"En cualquier otra situacion, no me la hubiese terminado ¿vale? pero / como iba a ser la critica, me la termine. ",-1.0,"In any other situation, I wouldn't have finished it, okay? but / as the criticism was going to be, I finished it."
389,389,"Y tampoco, bueno, / tampoco es que sea un libro muy gordo. Si hubiese sido tres veces mas, me hubiesen dado.",-1.0,"And neither, well, / nor is it a very fat book. If it had been three times more, they would have given me."
390,390,"¿Que puedo decir de este libro? Bueno, a parte de cosas como la literatura que no es gran cosa, pero tampoco es que me in-",-1.0,"What can I say about this book? Well, apart from things like literature that is not a big deal, but it is not that I"
391,391,"Y estos personajes // Gale, Peeta y Katniss / en esta escena / pueden un poco en contra. //",-1.0,"And these characters // Gale, Peeta and Katniss / in this scene / may be a bit against it. //"
392,392,"Por un lado // Katniss // que es una nina restringida, se puso repasional para salvar a Gale que es su amigo, pero ella nunca se pone pasional, porque no no tiene un gramo de pasion en el cuerpo.",-1.0,"On the one hand // Katniss // who is a restricted girl, she became passionate to save Gale who is her friend, but she never becomes passionate, because she does not have an ounce of passion in her body."
393,393,"eh // Gale que es super fuerte lo hicieron quedar como un como un: debil, / en frente de todo el mundo, lo cual es // senyo me parecio que condecia con su personaje.",-1.0,"uh // Gale who is super strong made him look like a like a: weak, / in front of everyone, which is // senyo it seemed to me that he condescends with his character."
394,394,Y bueno y Peeta quedo como un tarado.,-1.0,And well and Peeta was like a moron.
395,395,"del el nerd, el timido, el imbecil, que quieren ser famosos, que quieren ser populares, que quieren coger.",-1.0,"from the nerd, the shy, the stupid, who want to be famous, who want to be popular, who want to fuck."
396,396,"Y pus que hacen una fiesta, y en algun momento la fiesta pierde control, empieza a llegar banda, popular.",-1.0,"And pus that they make a party, and at some point the party loses control, band begins to arrive, popular."
397,397,"Eh se empieza a poner loca, y bueno todo sale de control. Y, bueno, no pasa nada realmente.",-1.0,"Hey it's starting to get crazy, and well everything gets out of control. And, well, nothing really happens."
398,398,"Porque la mayoria de la banda que la ha visto dice, pues es que, si la vas a ver / no hay una historia, simplemente no hay una historia. Tu vas a ir a ver / desmadre ¿no?.",-1.0,"Because most of the band that has seen it says, well, if you are going to see it / there is no story, there is simply no story. You are going to see / mess up right?"
399,399,"Es lo unico que vas a ir a ver, a ver chavillos / tomar, algunas chavas haciendo topless y cuestione-",-1.0,"It is the only thing that you are going to see, to see kids / drink, some girls doing topless and question-"
400,400,"Por que de hecho se c- se critica muc:ho en esta pelicula, que de hecho ni las actrices, las chavas / tienen muy poquitos dialogos",-1.0,"Why in fact is c- criticized so much in this movie, that in fact not even the actresses, the girls / have very little dialogue"
401,401,"o sea, basicamente es una vision bastante pigglish, /  segun he visto, / desde: de lo que es un adolescente ¿no?, un poco vacia, un poco superflua y muy / muy criticable. ",-1.0,"that is, it is basically a pretty pigglish vision, / as I have seen, / from: what is a teenager, right ?, a little empty, a little superfluous and very / very criticizable."
402,402,"La verdad, es que yo no creo que sean los adolescentes asi. Al menos eso espero.",1.0,The truth is that I don't think teenagers are like that. At least I hope so.
403,403,Yo tengo mucha fe en ellos y este y bueno. //,1.0,I have a lot of faith in them and this and well. //
404,404,"Si vas a ir a verla, tienes que ir con la idea de que vas a ir a ver // una pelicula que no tiene historia.",-1.0,"If you are going to go see it, you have to go with the idea that you are going to see // a movie that has no history."
405,405,Y la verdad es que me encanta.,1.0,And the truth is that I love it.
406,406,"Este, no se siente nada grasoso; ni: siento que me deje el pelo asi como seboso al otro dia.",1.0,This does not feel greasy at all; ni: I feel like I was leaving my hair as well as sebum the next day.
407,407,"Y: la verdad es que me gusta mucho, y siempre siempre que voy, como ya mencione / trato de traerme como unos tres o cuatro, a veces hasta cinc-",1.0,"And: the truth is that I really like it, and always whenever I go, as I mentioned / I try to bring me about three or four, sometimes up to five-"
408,408,"Pues esta ves que fui a Mexico, me compre dos nada mas, porque no traia mucho presupuesto.",-1.0,"Well this time I went to Mexico, I bought two more, because it did not bring much budget."
409,409,"Y: este me costo noventa y cinco pesos en una farmacia, pero ya se que los pueden encontrar mucho mas baratos en el centro.",1.0,"And: this cost me ninety-five pesos in a pharmacy, but I know that they can be found much cheaper in the center."
410,410,Otras de las cosas que compre fue-,1.0,Other things I bought was-
411,411,Una semana en leerlo. // ¿Ustedes creen? ,-1.0,A week to read it. // You all believe?
412,412," Bueno, no una semana exactamente, pero casi. Fueron muchos dias.",-1.0,"Well, not exactly a week, but almost. It was many days."
413,413,"Y normalmente un libro de trescientas y algo de paginas, lo acabo en: uno o dos dias mas o menos.",1.0,"And normally a book of three hundred and something of pages, I finish it in: one or two days more or less."
414,414,Asi de mucho de tarde porque no me gusto. No me gusto nada. No habia na- no hubo nada en este libro que me gustara.,-1.0,That late afternoon because I didn't like it. I did not like anything. There was nothing - there was nothing in this book that I liked.
415,415,"Obviamente, no quiero ofender a las personas que les haya gustado el libro. Porque se que son libros muy populares.",-1.0,"Obviously, I don't want to offend people who liked the book. Because I know they are very popular books."
416,416,"Pero definitivamente, este libro no fue para mi.",-1.0,"But definitely, this book was not for me."
417,417,"No puedo creer que haya habido un momento en el que yo haya pensado, que estos libros podian ser mejores que Vampire Academy, pero no, no, no, no, no, no, ¡no!",-1.0,"I can't believe there was a time when I thought that these books could be better than Vampire Academy, but no, no, no, no, no, no, no!"
418,418,"La verdad, / me encanto. Me sorprendio mucho el libro",1.0,"The truth, / I loved it. I was very surprised by the book"
419,419,No punfue- no pense que me fuera a gustar tanto. ,-1.0,No punfue- I didn't think I was going to like it that much.
420,420,"Me gusto muchisimo. Y un: toque que me encanto que le dio la autora, es que al iniciar cada capitulo / empieza como que con una cita o un pasaje o una cancion o algo / cien por ciento inventados por ella, pero te dan una / pero te ponen como si u- fuera una fuente real, pero de este universo; ",1.0,"I really liked it. And one: touch that I loved that the author gave her, is that at the beginning of each chapter / it begins as if with an appointment or a passage or a song or something / one hundred percent invented by her, but they give you one / but they put you as if it were a real source, but from this universe;"
421,421,No se. Me encanto ese detalle.  Me encanto el libro.,1.0,I dont know. I love that detail. I loved the book.
422,422,"Y si les gustan las historia de una sociedad / eh, oprimida como de Hunger games / como los Juegos del hambre, No es parecido a los Juegos del hambre, pero si",1.0,"And if you like the history of a society / huh, oppressed like from Hunger games / like the Hunger Games, It is not similar to the Hunger Games, but if"
423,423,"Lo que yo pienso. Lo que yo opino es // que toma ese // ese magia, esa fantasia que en realidad existe, / y la plasma en los libros",1.0,"What I think. What I think is // that it takes that // that magic, that fantasy that actually exists, / and it is reflected in the books"
424,424,"Lo que: nos hace sentir tambien identificados con los personajes; / con uno o con otro, no con el protagonista siempre. Yo a veces me he identificado hasta con ancianos.",1.0,"What: also makes us feel identified with the characters; / with one or the other, not with the protagonist always. I have sometimes identified myself even with the elderly."
425,425,"Este. // Son sus libros muy, muy originales, / con un toque de comedia tambien muy divertido, historias modernas / y bueno y con ese toque de fantasia //",1.0,"East. // His books are very, very original, / with a touch of comedy also very funny, modern stories / and good and with that touch of fantasy //"
426,426,Creo que es una historia que engancha / muchisimo. Es preciosa. //,1.0,I think it is a story that hooks / a lot. Is beautiful. //
427,427,"em: hay momentos de risa, hay momentos de llorar, / momentos que no entiendes nada y luego te lo explica bien je:",1.0,"em: there are moments of laughter, there are moments of crying, / moments that you do not understand anything and then he explains it well he:"
428,428,"El principio es un poco lioso, pero te engacha. ",1.0,"The beginning is a bit messy, but it deceives you."
429,429,"Os lo digo que / em: / la historia, el trama que tiene // es maravilloso y lo recomiendo al cien por cien. //",1.0,"I tell you that / em: / the story, the plot it has // is wonderful and I recommend it one hundred percent. //"
430,430,"Y: bueno voy a dejarlo aqui abajo, porque me estoy cansando ya / la mano. ",-1.0,"Y: well I'm going to leave it down here, because I'm getting tired / hand."
431,431,"Y: bueno, de momento, es el que me estoy leyendo ahora. No se: cual empezare despues.",1.0,"Y: well, at the moment, it's the one I'm reading now. I don't know: which one will start later."
432,432,"A mi me ha encantado, la verdad.",1.0,"I have loved it, the truth."
433,433,Y: decir que los personajes tienen unas cosas muy divertidas.,1.0,And: to say that the characters have some very funny things.
434,434,Son muy naturales.,1.0,They are very natural.
435,435,"Y ese es lo que al final al cabo todos deberian de ser, esa, son personajes tan creibles que casi puedes estar ahi viendolos.",1.0,"And that's what they all should be in the end, that, they are such credible characters that you can almost be there watching them."
436,436,"Viendo como interactuan entre ellos, como / como se graduan, como hablan con la pareja, como encuentran un trabajo, todo.",1.0,"Seeing how they interact with each other, how / how they graduate, how they talk to their partner, how they find a job, everything."
437,437,Y es es un libro fantastico.,1.0,And it is a fantastic book.
438,438,"Ya digo, no es un libro: realista, a pesar de que los personajes lo son mucho, es un libro de fantasia.",1.0,"I say, it is not a book: realistic, despite the fact that the characters are very realistic, it is a fantasy book."
439,439,Y aun asi // es fabuloso.,1.0,And yet // it's fabulous.
440,440,"eh:m A mi Crepusculo: / no se si lo lei en el momento ideoneo, pero me fascino.",1.0,"eh: m To my Twilight: / I don't know if I read it at the moment I wanted, but it fascinated me."
441,441,"Se que hay mucha juventud que lo ha leido, cada: vez he estado loca por los protagonistas, luego de las pelis y demas.",1.0,"I know there is a lot of youth who have read it, every time I have been crazy about the protagonists, after the movies and others."
442,442,"Y: yo tengo una batalla: un poco: / con la gente mas mayor, porque me he dado cuenta que / lo han categorizado totalmente de juventud, de literatura: juvenil.",-1.0,"And: I have a battle: a little: / with the older people, because I have realized that / they have categorized it totally as youth, as literature: youth."
443,443,"Y para mi no es asi, o sea, vale, hay mucho de de",-1.0,"And for me it is not like that, that is, ok, there is a lot of"
444,444,Esta padrisimo. ,1.0,It's awesome.
445,445,Ya en otros li- en otros videos ya les he dicho de que se tratan los libros de Cazadores de sombras.,1.0,Already in other li- in other videos I have already told you what the Shadowhunters books are about.
446,446,"Si tienen curiosidad, o si les ha llamado la atencion, o dicen, los leere, no los leere. Leanlos, de veras. ",1.0,"If they are curious, or if it has caught their attention, or they say, I will read them, I will not read them. Read them, really."
447,447,"O sea, / yo la primera vez que los vi no se me hacia que estuvieran tan padres.",-1.0,"I mean, / the first time I saw them I didn't think they were such parents."
448,448,"Y aqui estoy, cinco libros despues, siendo super fan y ya como que jure mi lealtad a Cassandra Claire y toda la cosa, porque me encantan. ",1.0,"And here I am, five books later, being a super fan and I already swore my loyalty to Cassandra Claire and the whole thing, because I love them."
449,449,"A veces, no se, o sea leyendo este libro senti como que Cassandra Claire, no se, como si me conociera o algo asi, porque escribe exactamente lo que me gusta leer y todo yo s-",1.0,"Sometimes, I don't know, that is, reading this book, I felt like Cassandra Claire, I don't know, as if she knew me or something like that, because she writes exactly what I like to read and everything I know-"
